order_id,customer_id,restaurant_name,cuisine_type,cost_of_the_order,day_of_the_week,rating,food_preparation_time,delivery_time,delivery_distance,weather_condition,traffic_condition,order_timestamp
1478133,114085,Blue Ribbon Sushi Bar & Grill,Japanese,19.40,Weekend,0.0,28,20,1.6,Clear,Light,21:08
1477756,251607,Shake Shack,American,14.12,Weekday,0.0,31,28,5.4,Clear,Light,7:50
1477721,72339,Donburi-ya,Japanese,14.70,Weekend,0.0,30,27,4.6,Clear,Heavy,12:32
1476952,229946,Balthazar Boulangerie,French,15.52,Weekend,0.0,21,29,2.2,Cloudy,Light,14:17
1477587,92726,Hatsuhana,Japanese,8.97,Weekend,4.0,25,26,4.7,Rainy,Heavy,5:46
1478210,320493,Vanessa's Dumplings,Chinese,29.20,Weekday,0.0,27,30,4.2,Stormy,Light,7:58
1477887,69348,RedFarm Broadway,Chinese,11.64,Weekend,3.0,26,21,3.4,Stormy,Moderate,15:16
1478366,270149,Samurai Mama,Japanese,11.64,Weekend,5.0,21,18,2.8,Clear,Heavy,7:32
1478279,354016,Waverly Diner,American,19.40,Weekend,5.0,25,23,5.3,Stormy,Moderate,7:50
1476819,104548,Tarallucci e Vino Restaurant,Italian,29.10,Weekday,0.0,28,33,1.9,Snowy,Light,23:15
1477394,105754,Momoya,Japanese,14.02,Weekday,4.0,24,30,5.5,Rainy,Heavy,19:26
1476667,157578,P.J. Clarke's,American,6.11,Weekend,4.0,27,25,2.5,Clear,Light,11:40
1476975,350373,Blue Ribbon Fried Chicken,American,12.23,Weekend,4.0,21,26,2.8,Clear,Light,18:59
1477909,47440,Blue Ribbon Fried Chicken,American,12.18,Weekend,0.0,31,23,1.3,Clear,Moderate,8:53
1476579,85633,The Meatball Shop,Italian,24.20,Weekend,5.0,24,24,1.3,Rainy,Moderate,17:38
1477286,110091,The Meatball Shop,Italian,12.18,Weekend,0.0,27,17,5.0,Snowy,Heavy,8:01
1478436,95164,Amma,Indian,17.03,Weekend,0.0,28,19,3.8,Clear,Moderate,17:20
1476685,96877,The Meatball Shop,Italian,22.26,Weekday,4.0,30,26,1.1,Clear,Light,1:20
1477912,261400,The Meatball Shop,Italian,19.45,Weekday,5.0,31,32,3.4,Clear,Moderate,2:29
1476892,177078,Lantern Thai Kitchen,Thai,21.93,Weekday,0.0,22,25,4.8,Cloudy,Heavy,2:47
1476882,68429,Shake Shack,American,15.76,Weekend,5.0,24,22,3.5,Clear,Light,22:47
1477314,52832,ilili Restaurant,Middle Eastern,9.46,Weekday,4.0,25,25,3.8,Snowy,Moderate,4:54
1477712,373633,Yama 49,Japanese,12.61,Weekday,5.0,23,28,4.7,Snowy,Heavy,17:36
1477057,390490,Blue Ribbon Brooklyn,American,22.85,Weekend,3.0,23,19,5.4,Snowy,Heavy,2:30
1477926,72639,P.J. Clarke's,American,12.18,Weekend,3.0,22,28,5.3,Snowy,Heavy,16:06
1477273,95644,RedFarm Broadway,Chinese,12.61,Weekday,0.0,26,27,1.3,Stormy,Light,22:02
1478003,129597,Otto Enoteca Pizzeria,Italian,12.13,Weekend,5.0,33,21,1.8,Cloudy,Heavy,10:46
1477522,101084,RedFarm Hudson,Chinese,12.13,Weekend,0.0,20,22,4.4,Stormy,Heavy,14:38
1476947,46859,The Meatball Shop,Italian,8.54,Weekday,5.0,24,29,4.6,Rainy,Heavy,10:53
1478295,117810,Momoya,Japanese,19.35,Weekday,0.0,29,24,1.5,Stormy,Light,21:49
1476551,49034,The Smile,American,12.18,Weekend,0.0,22,27,4.6,Stormy,Light,23:51
1476846,82041,Parm,Italian,22.80,Weekend,0.0,35,20,5.1,Stormy,Heavy,12:19
1476974,142461,Shake Shack,American,12.13,Weekend,4.0,32,15,4.7,Rainy,Moderate,4:13
1478005,97991,Blue Ribbon Sushi Bar & Grill,Japanese,19.45,Weekday,5.0,34,27,4.4,Rainy,Light,10:37
1476653,113972,RedFarm Hudson,Chinese,12.13,Weekend,3.0,31,25,2.0,Cloudy,Moderate,13:48
1476563,114085,Blue Ribbon Sushi Bar & Grill,Japanese,12.18,Weekend,0.0,24,18,1.7,Clear,Light,7:14
1478440,231042,Momoya,Japanese,12.13,Weekend,5.0,22,21,1.5,Clear,Light,12:18
1477348,298824,Bareburger,American,12.56,Weekend,0.0,24,26,4.9,Snowy,Heavy,6:19
1477525,52360,TAO,Japanese,24.30,Weekend,0.0,24,22,5.0,Snowy,Heavy,7:52
1477920,83504,Balthazar Boulangerie,French,29.15,Weekday,4.0,31,28,5.0,Rainy,Moderate,15:46
1477797,194778,Shake Shack,American,16.06,Weekend,5.0,30,17,1.4,Rainy,Light,2:14
1477640,105992,RedFarm Broadway,Chinese,24.30,Weekend,5.0,27,29,4.3,Stormy,Heavy,13:31
1477091,373486,Chipotle Mexican Grill $1.99 Delivery,Mexican,9.60,Weekend,3.0,23,26,3.6,Stormy,Heavy,17:30
1477010,49631,The Meatball Shop,Italian,19.40,Weekend,0.0,28,17,1.2,Rainy,Moderate,3:48
1478324,250494,Blue Ribbon Fried Chicken,American,29.10,Weekend,4.0,21,22,3.6,Clear,Light,3:47
1477908,378923,Vanessa's Dumpling House,Chinese,12.18,Weekend,0.0,27,18,4.4,Cloudy,Heavy,12:39
1477573,58898,RedFarm Broadway,Chinese,21.39,Weekend,5.0,23,24,1.6,Clear,Light,10:54
1476728,250494,Bubby's ,American,24.25,Weekend,0.0,34,28,1.9,Snowy,Moderate,9:29
1477815,144997,RedFarm Hudson,Chinese,32.93,Weekend,0.0,33,30,3.8,Clear,Heavy,16:52
1477283,75115,RedFarm Hudson,Chinese,14.07,Weekday,0.0,20,32,2.8,Clear,Heavy,8:54
1476856,59674,Woorijip,Korean,8.25,Weekend,3.0,26,26,3.4,Snowy,Heavy,2:47
1477265,115238,The Smile,American,19.40,Weekday,5.0,26,27,5.0,Stormy,Heavy,8:18
1477723,368663,Shake Shack,American,12.18,Weekend,4.0,23,28,1.2,Clear,Light,4:08
1478020,128353,The Meatball Shop,Italian,14.94,Weekend,5.0,32,25,4.3,Cloudy,Heavy,9:29
1477729,355713,RedFarm Broadway,Chinese,14.26,Weekend,0.0,28,24,2.3,Clear,Light,2:33
1477312,269793,Dirty Bird To Go (archived),American,8.54,Weekend,0.0,32,30,2.3,Cloudy,Light,15:09
1476577,100778,The Meatball Shop,Italian,12.18,Weekend,0.0,25,28,2.1,Snowy,Light,22:57
1477032,60052,Rubirosa,Italian,29.10,Weekend,5.0,30,28,1.4,Snowy,Heavy,12:33
1478221,47280,Rubirosa,Italian,12.56,Weekend,4.0,31,17,1.9,Stormy,Heavy,3:51
1477747,183520,Blue Ribbon Sushi,Japanese,9.17,Weekend,3.0,25,28,1.2,Clear,Moderate,3:16
1477389,391860,Lucky's Famous Burgers,American,16.20,Weekend,5.0,32,27,3.1,Clear,Moderate,9:31
1477983,334373,Five Guys Burgers and Fries,American,14.12,Weekday,5.0,23,32,5.1,Clear,Light,2:43
1477642,370405,Haveli Indian Restaurant,Indian,5.72,Weekend,3.0,24,26,3.0,Clear,Moderate,10:31
1478229,64153,Blue Ribbon Fried Chicken,American,21.34,Weekend,0.0,35,23,2.7,Snowy,Moderate,12:33
1477270,314480,Shake Shack,American,6.79,Weekend,0.0,20,25,3.5,Clear,Light,3:11
1477301,232035,Blue Ribbon Fried Chicken,American,12.18,Weekend,4.0,22,29,3.0,Clear,Light,16:48
1476821,80434,Bareburger,American,12.18,Weekend,0.0,33,18,1.8,Clear,Moderate,8:19
1476979,81166,Dos Caminos,Mexican,6.11,Weekend,5.0,26,21,1.1,Rainy,Moderate,21:28
1477762,91397,Chipotle Mexican Grill $1.99 Delivery,Mexican,14.16,Weekday,0.0,22,24,4.9,Rainy,Moderate,4:36
1476906,237592,Shake Shack,American,5.68,Weekend,0.0,31,30,5.3,Clear,Light,20:16
1476867,91879,da Umberto,Italian,12.27,Weekday,5.0,20,30,3.9,Cloudy,Light,9:58
1477834,22405,The Meatball Shop,Italian,20.18,Weekend,4.0,32,26,1.3,Clear,Moderate,20:44
1477577,290693,Shake Shack,American,14.02,Weekend,5.0,26,21,3.5,Snowy,Light,6:41
1477492,64658,Blue Ribbon Sushi Bar & Grill,Japanese,16.20,Weekday,5.0,27,27,4.2,Stormy,Heavy,2:39
1476848,365401,Dirty Bird To Go (archived),American,15.57,Weekend,0.0,30,24,4.5,Clear,Light,17:37
1477870,301032,Mission Cantina,Mexican,14.45,Weekend,0.0,27,29,1.3,Cloudy,Heavy,17:03
1477714,100536,Shake Shack,American,8.15,Weekend,0.0,26,17,4.2,Snowy,Moderate,18:04
1478075,232359,The Meatball Shop,American,29.25,Weekend,3.0,21,19,3.9,Stormy,Light,21:39
1477677,181782,Parm,Italian,8.78,Weekend,3.0,23,26,4.9,Rainy,Moderate,2:52
1476589,146588,Sushi of Gari,Japanese,15.96,Weekend,5.0,23,22,2.3,Rainy,Heavy,2:17
1477828,360844,Tamarind TriBeCa,Indian,8.59,Weekday,5.0,32,31,1.4,Cloudy,Moderate,17:24
1477680,353606,P.J. Clarke's,American,15.62,Weekday,5.0,27,32,3.5,Clear,Light,20:27
1477468,109221,Tortaria,Mexican,13.00,Weekday,5.0,21,24,3.3,Clear,Heavy,8:04
1476619,78318,RedFarm Hudson,Chinese,12.23,Weekend,4.0,24,19,2.7,Clear,Light,8:36
1476702,152786,Cafe Habana,Mexican,25.22,Weekday,0.0,32,28,2.9,Clear,Moderate,2:19
1478081,118776,Blue Ribbon Sushi Bar & Grill,Japanese,5.87,Weekend,4.0,31,20,5.3,Snowy,Heavy,14:31
1477598,81110,Hill Country Fried Chicken,Southern,24.20,Weekend,4.0,25,15,4.9,Rainy,Moderate,1:20
1477624,104336,Shake Shack,American,19.45,Weekday,4.0,28,24,3.0,Rainy,Light,5:54
1476773,92806,Shake Shack,American,12.18,Weekend,0.0,29,22,3.8,Snowy,Heavy,9:05
1478299,130521,Lucky's Famous Burgers,American,6.01,Weekend,0.0,33,16,1.1,Clear,Light,11:23
1477326,52031,Han Dynasty,Chinese,21.93,Weekend,0.0,24,20,4.5,Snowy,Light,18:09
1478152,304708,Parm,Italian,5.92,Weekend,3.0,21,25,4.7,Snowy,Moderate,21:24
1478396,74925,Cafe Mogador,Middle Eastern,24.20,Weekend,4.0,32,22,1.6,Cloudy,Light,15:21
1477537,104130,Blue Ribbon Sushi,Japanese,15.76,Weekend,0.0,30,26,1.6,Snowy,Light,17:38
1478372,133202,Sushi Samba,Japanese,6.11,Weekend,5.0,30,27,4.9,Snowy,Moderate,10:27
1478338,150865,Vanessa's Dumpling House,Chinese,5.72,Weekend,0.0,20,21,2.3,Rainy,Light,12:51
1477025,331608,Shake Shack,American,19.40,Weekend,0.0,30,18,4.9,Cloudy,Light,23:05
1477158,363561,Shake Shack,American,8.49,Weekday,0.0,33,32,1.5,Rainy,Heavy,17:33
1477375,235620,Shake Shack,American,32.93,Weekend,0.0,32,25,1.6,Clear,Light,1:18
1478316,118975,Shake Shack,American,12.23,Weekend,0.0,20,27,4.5,Cloudy,Heavy,11:35
1476553,128224,Osteria Morini,Italian,9.17,Weekend,0.0,25,22,4.7,Cloudy,Light,3:41
1478330,109419,The Meatball Shop,Italian,11.69,Weekend,0.0,30,21,2.6,Rainy,Light,20:20
1476999,63417,Pepe Rosso To Go,Italian,24.20,Weekend,3.0,27,19,4.1,Cloudy,Light,11:03
1476569,55334,Sushi of Gari Tribeca,Japanese,9.85,Weekend,0.0,26,17,4.9,Clear,Heavy,17:21
1477040,301618,Vanessa's Dumplings,Chinese,25.22,Weekday,0.0,32,24,4.7,Rainy,Light,12:37
1476599,47386,Bubby's ,American,22.75,Weekend,5.0,32,16,3.5,Rainy,Moderate,20:42
1476548,122609,Blue Ribbon Sushi,Japanese,6.84,Weekend,4.0,20,30,5.1,Stormy,Heavy,19:17
1477099,391746,Blue Ribbon Sushi,Japanese,24.30,Weekend,4.0,35,18,3.6,Clear,Moderate,5:35
1477508,62027,Momoya,Japanese,19.35,Weekend,4.0,27,28,1.3,Clear,Moderate,6:24
1478067,237616,Shake Shack,American,12.13,Weekday,3.0,22,27,2.6,Cloudy,Heavy,1:38
1476946,103526,Burger Joint,American,9.02,Weekday,5.0,24,29,1.5,Rainy,Heavy,14:31
1477339,68965,RedFarm Hudson,Chinese,12.18,Weekend,0.0,20,18,1.1,Stormy,Heavy,6:51
1477490,232035,ilili Restaurant,Middle Eastern,9.17,Weekend,0.0,26,19,1.6,Snowy,Light,19:12
1477135,62359,Pylos,Mediterranean,19.40,Weekend,0.0,28,29,1.1,Snowy,Light,14:05
1477931,403833,Room Service,Thai,6.69,Weekday,0.0,25,32,3.8,Rainy,Light,21:49
1477822,61588,Blue Ribbon Sushi,Japanese,5.82,Weekend,0.0,34,27,1.6,Snowy,Light,0:48
1477360,91907,Sarabeth's Restaurant,American,12.08,Weekend,0.0,28,26,4.7,Clear,Heavy,8:03
1477163,376578,Shake Shack,American,15.76,Weekend,5.0,32,24,5.1,Snowy,Moderate,0:55
1476732,212469,Blue Ribbon Fried Chicken,American,33.03,Weekend,5.0,34,24,2.9,Rainy,Light,23:54
1477987,104563,Blue Ribbon Sushi,Japanese,24.25,Weekend,4.0,24,23,5.5,Clear,Heavy,20:49
1478315,235818,Shake Shack,American,12.13,Weekend,0.0,30,19,3.0,Clear,Light,15:12
1476941,127149,Sarabeth's East,American,5.72,Weekend,0.0,33,26,4.8,Clear,Heavy,14:15
1477014,399520,Xe May Sandwich Shop,Vietnamese,7.96,Weekend,5.0,25,29,1.4,Cloudy,Light,8:53
1476640,142773,Hibino,Japanese,14.02,Weekend,4.0,28,15,2.7,Cloudy,Moderate,18:52
1478272,318874,The Kati Roll Company,Indian,14.07,Weekend,5.0,33,17,4.6,Snowy,Moderate,3:19
1477026,355592,CafÌ© China,Chinese,21.83,Weekend,4.0,32,15,1.4,Rainy,Light,22:29
1476897,197265,Hill Country Fried Chicken,Southern,29.15,Weekend,0.0,20,17,3.7,Snowy,Moderate,4:06
1476560,149508,Shake Shack,American,22.26,Weekend,4.0,32,17,3.4,Clear,Moderate,10:31
1477007,342882,Yama Japanese Restaurant,Japanese,5.82,Weekend,0.0,30,30,3.3,Clear,Moderate,14:37
1477958,309981,Blue Ribbon Fried Chicken,American,29.10,Weekend,0.0,31,27,1.6,Cloudy,Heavy,6:06
1478102,165695,The Smile,American,13.39,Weekend,0.0,20,16,1.3,Snowy,Light,2:34
1478088,77540,Nobu Next Door,Japanese,9.70,Weekend,5.0,30,29,5.2,Snowy,Heavy,22:53
1478252,94167,Dos Caminos,Mexican,22.36,Weekend,0.0,30,26,3.5,Snowy,Moderate,16:01
1477964,165130,The Meatball Shop,Italian,12.13,Weekday,4.0,22,32,3.3,Snowy,Moderate,13:10
1477708,141908,Bareburger,American,6.07,Weekend,4.0,23,15,5.4,Stormy,Heavy,23:20
1476623,277898,Blue Ribbon Fried Chicken,American,24.30,Weekend,5.0,22,26,4.1,Snowy,Light,6:18
1476912,149386,Yama Japanese Restaurant,Japanese,8.78,Weekend,4.0,22,28,1.6,Clear,Moderate,20:38
1478104,75722,Osteria Morini,Italian,24.25,Weekday,0.0,22,24,2.3,Clear,Light,2:33
1478065,212326,RedFarm Broadway,Chinese,20.18,Weekday,0.0,30,26,4.8,Rainy,Moderate,5:24
1477196,50123,Cafe Habana,Mexican,4.85,Weekend,5.0,28,22,4.6,Stormy,Heavy,23:20
1477531,52463,RedFarm Broadway,Chinese,6.06,Weekend,3.0,32,18,3.2,Clear,Moderate,11:35
1476580,331143,Waverly Diner,American,6.84,Weekend,0.0,24,18,1.0,Rainy,Moderate,1:04
1477844,134340,Mira Sushi,Japanese,13.05,Weekend,4.0,33,29,5.1,Stormy,Moderate,11:32
1477192,374286,Vanessa's Dumpling House,Chinese,5.92,Weekday,0.0,30,32,3.1,Cloudy,Moderate,1:12
1476618,351749,Shake Shack,American,12.13,Weekday,5.0,30,26,4.3,Clear,Moderate,17:25
1477256,196355,Shake Shack,American,12.18,Weekday,5.0,23,31,4.3,Stormy,Heavy,2:49
1477919,75484,Five Guys Burgers and Fries,American,29.15,Weekend,0.0,20,16,3.3,Stormy,Light,12:06
1478120,47440,Blue Ribbon Fried Chicken,American,8.10,Weekend,0.0,33,22,1.0,Cloudy,Moderate,9:52
1477791,300549,Shake Shack,American,7.23,Weekend,3.0,29,18,4.2,Snowy,Heavy,8:21
1477806,195927,Boqueria,Spanish,12.66,Weekend,0.0,27,30,2.2,Cloudy,Moderate,19:16
1477631,115519,The Meatball Shop,Italian,12.23,Weekend,4.0,31,28,4.2,Snowy,Heavy,1:48
1477566,211697,Shake Shack,American,9.07,Weekday,4.0,21,32,3.1,Clear,Heavy,10:27
1477156,93797,ilili Restaurant,Middle Eastern,6.02,Weekday,0.0,27,29,4.2,Snowy,Heavy,19:10
1478136,61388,Five Guys Burgers and Fries,American,14.12,Weekend,4.0,27,27,4.9,Stormy,Moderate,14:31
1477690,370096,Melt Shop,American,21.93,Weekend,5.0,30,18,5.0,Clear,Light,13:26
1477237,59217,Jack's Wife Freda,Mediterranean,16.15,Weekend,4.0,26,22,3.0,Clear,Moderate,21:08
1477107,211697,Shake Shack,American,7.08,Weekend,4.0,25,23,2.0,Cloudy,Moderate,19:12
1478108,87188,Momoya,Japanese,32.93,Weekday,3.0,28,27,4.7,Clear,Heavy,9:18
1478047,127934,Blue Ribbon Fried Chicken,American,12.13,Weekend,0.0,20,26,2.0,Stormy,Moderate,23:31
1477535,125123,S'MAC,American,15.57,Weekend,5.0,34,28,2.5,Clear,Moderate,0:30
1477517,77793,The Meatball Shop,Italian,29.15,Weekend,5.0,23,30,4.8,Stormy,Moderate,1:32
1478029,403019,S'MAC,American,15.47,Weekday,5.0,31,32,4.1,Rainy,Moderate,1:41
1476585,141918,S'MAC,American,12.37,Weekend,4.0,30,28,4.9,Stormy,Light,5:21
1477620,148320,Tamarind TriBeCa,Indian,16.49,Weekday,0.0,31,28,3.2,Clear,Heavy,23:14
1476664,164016,Blue Ribbon Fried Chicken,American,24.30,Weekday,5.0,20,27,3.7,Clear,Light,14:54
1478422,197832,The Meatball Shop,Italian,14.84,Weekend,0.0,20,28,4.8,Stormy,Heavy,7:23
1477482,114919,Yama Japanese Restaurant,Japanese,25.27,Weekend,0.0,30,16,4.6,Rainy,Heavy,7:41
1477271,94152,The Meatball Shop,Italian,17.08,Weekday,5.0,22,26,2.6,Cloudy,Heavy,11:06
1477094,384571,Blue Ribbon Fried Chicken,American,22.31,Weekday,5.0,28,27,3.5,Clear,Moderate,21:34
1477722,347263,Dos Caminos,Mexican,12.08,Weekday,5.0,26,26,3.0,Clear,Heavy,3:29
1476831,169478,RedFarm Broadway,Chinese,12.61,Weekend,4.0,32,17,1.2,Clear,Moderate,1:05
1477843,241719,Blue Ribbon Sushi Izakaya,Japanese,13.10,Weekday,5.0,24,28,1.7,Cloudy,Light,19:52
1477323,59181,RedFarm Hudson,Chinese,12.13,Weekend,5.0,28,29,1.1,Snowy,Moderate,0:19
1477066,376381,Shake Shack,American,8.25,Weekend,0.0,30,15,3.5,Rainy,Light,23:09
1477914,366975,Blue Ribbon Sushi Bar & Grill,Japanese,16.39,Weekend,0.0,31,18,1.4,Snowy,Light,23:16
1478064,221430,Han Dynasty,Chinese,14.75,Weekend,0.0,30,16,5.1,Cloudy,Heavy,4:55
1477711,67647,J. G. Melon,American,12.66,Weekend,4.0,23,20,3.6,Snowy,Moderate,14:44
1477410,39011,Mamoun's Falafel,Mediterranean,9.07,Weekend,0.0,20,24,3.2,Cloudy,Light,0:44
1477278,347263,Hummus Place,Middle Eastern,16.15,Weekend,4.0,30,28,3.6,Clear,Light,6:05
1477663,93133,Nobu Next Door,Japanese,29.29,Weekday,4.0,30,24,4.5,Stormy,Heavy,12:49
1477195,64830,Cafeteria,American,20.47,Weekday,3.0,32,24,4.8,Cloudy,Light,19:10
1477737,104548,Tarallucci e Vino Restaurant,Italian,11.59,Weekend,0.0,21,15,1.0,Clear,Light,16:45
1477058,65779,The Kati Roll Company,Indian,24.35,Weekday,0.0,33,29,1.1,Rainy,Light,3:02
1476996,149984,Sushi of Gari 46,Japanese,16.44,Weekend,4.0,24,27,5.1,Stormy,Light,15:59
1477193,304291,P.J. Clarke's,American,5.92,Weekday,3.0,33,30,1.4,Clear,Light,2:16
1476596,199735,The Meatball Shop,Italian,14.12,Weekend,0.0,32,18,2.9,Cloudy,Light,3:50
1477154,143796,S'MAC,American,5.92,Weekday,4.0,34,30,2.6,Cloudy,Heavy,11:43
1478278,42755,Blue Ribbon Fried Chicken,American,13.00,Weekend,0.0,29,30,5.1,Snowy,Heavy,18:54
1478355,68103,The Meatball Shop,Italian,21.83,Weekend,4.0,30,20,2.2,Stormy,Light,18:20
1476557,348787,Otto Enoteca Pizzeria,Italian,16.15,Weekend,0.0,35,22,4.9,Stormy,Heavy,6:38
1477264,35774,The Meatball Shop,Italian,12.23,Weekday,0.0,28,33,3.0,Cloudy,Light,6:44
1476806,203370,Chipotle Mexican Grill $1.99 Delivery,Mexican,24.30,Weekday,0.0,21,33,2.9,Snowy,Moderate,13:48
1478000,167136,ilili Restaurant,Middle Eastern,29.05,Weekend,0.0,24,29,4.8,Stormy,Heavy,8:21
1478159,57943,Shake Shack,American,15.76,Weekend,3.0,35,29,1.9,Clear,Moderate,13:12
1476910,397362,TAO,Japanese,8.10,Weekend,5.0,32,16,1.4,Clear,Light,13:19
1476660,47280,Blue Ribbon Sushi,Japanese,12.18,Weekend,5.0,34,29,5.1,Cloudy,Moderate,3:41
1477558,268365,Cafe Mogador,Middle Eastern,25.17,Weekend,4.0,23,30,2.2,Cloudy,Heavy,20:50
1477458,114247,Shake Shack,American,20.23,Weekend,0.0,32,18,5.0,Rainy,Heavy,14:28
1477233,110138,Saravanaa Bhavan,Indian,9.12,Weekday,5.0,28,28,5.1,Stormy,Heavy,7:41
1477772,91958,TAO,Japanese,12.18,Weekday,0.0,26,33,1.5,Rainy,Light,10:01
1477319,145389,Westville Hudson,American,20.23,Weekday,0.0,31,29,3.5,Cloudy,Moderate,23:46
1477731,122609,Blue Ribbon Sushi Izakaya,Japanese,24.25,Weekend,5.0,33,21,2.9,Rainy,Light,22:12
1477571,121476,Blue Ribbon Fried Chicken,American,16.20,Weekend,0.0,32,23,1.6,Clear,Moderate,2:42
1477274,96877,Melt Shop,American,9.12,Weekday,0.0,29,33,2.3,Cloudy,Light,11:47
1477276,304449,Friend of a Farmer,American,9.75,Weekend,0.0,26,30,4.9,Stormy,Moderate,17:14
1478046,53289,The Loop,Japanese,31.38,Weekend,4.0,26,24,5.3,Cloudy,Heavy,1:05
1478398,137617,Blue Ribbon Fried Chicken,American,24.30,Weekend,5.0,34,21,2.5,Cloudy,Moderate,2:11
1477991,69713,The Meatball Shop,Italian,19.35,Weekend,5.0,21,23,4.3,Rainy,Light,9:10
1478267,93065,Han Dynasty,Chinese,14.16,Weekend,0.0,30,23,1.5,Cloudy,Light,22:14
1477901,353676,indikitch,Indian,9.26,Weekend,5.0,33,26,5.0,Rainy,Moderate,1:07
1478247,104555,Sushi of Gari,Japanese,32.98,Weekend,4.0,34,21,2.8,Rainy,Light,17:47
1477875,154022,Blue Ribbon Sushi Bar & Grill,Japanese,12.18,Weekend,5.0,22,18,2.5,Rainy,Moderate,3:06
1476749,351799,Sushi of Gari Tribeca,Japanese,9.55,Weekend,4.0,35,25,1.8,Cloudy,Moderate,6:00
1477600,347263,Hangawi,Korean,6.74,Weekend,0.0,21,22,5.0,Rainy,Heavy,15:57
1477500,152786,Cafe Habana,Mexican,14.07,Weekend,4.0,26,21,4.9,Cloudy,Light,5:12
1477498,103500,RedFarm Hudson,Chinese,14.02,Weekend,0.0,29,22,2.0,Cloudy,Moderate,15:54
1478337,100527,Empanada Mama (closed),Mexican,5.92,Weekday,3.0,34,25,4.8,Snowy,Light,1:53
1476736,60835,Nobu Next Door,Japanese,12.46,Weekend,4.0,35,28,5.3,Stormy,Heavy,12:37
1477372,55227,Sushi of Gari Tribeca,Japanese,29.20,Weekend,5.0,32,22,1.4,Snowy,Light,6:40
1477126,41409,Nobu Next Door,Japanese,15.76,Weekday,0.0,33,31,5.2,Stormy,Light,9:28
1478158,232035,Balade,Middle Eastern,9.22,Weekday,5.0,25,24,1.6,Clear,Moderate,1:14
1476586,173667,Osteria Morini,Italian,8.88,Weekend,0.0,34,26,3.6,Cloudy,Light,1:12
1477951,242689,The Odeon,American,13.92,Weekend,0.0,34,23,3.1,Cloudy,Moderate,17:47
1477472,67845,RedFarm Hudson,Chinese,29.34,Weekend,5.0,27,29,1.1,Cloudy,Heavy,12:58
1476738,233614,Yama 49,Japanese,22.36,Weekend,0.0,33,25,3.1,Clear,Light,19:19
1477445,97079,Donburi-ya,Japanese,5.77,Weekend,0.0,27,29,1.5,Cloudy,Light,7:21
1477738,97346,Osteria Morini,Italian,12.13,Weekend,5.0,22,26,2.2,Cloudy,Heavy,22:41
1477403,87603,The Meatball Shop,American,6.69,Weekend,4.0,27,27,3.9,Clear,Light,10:43
1477392,203370,Chipotle Mexican Grill $1.99 Delivery,Mexican,15.57,Weekend,4.0,31,20,2.3,Snowy,Moderate,18:44
1476877,53289,The Loop,Japanese,4.66,Weekend,0.0,34,25,4.5,Snowy,Moderate,15:25
1477877,360844,RedFarm Broadway,Chinese,19.35,Weekend,5.0,33,18,2.5,Clear,Light,11:50
1477586,84087,The Meatball Shop,Italian,8.78,Weekday,5.0,34,33,1.9,Clear,Light,16:22
1477936,133202,Blue Ribbon Sushi,Japanese,9.17,Weekend,0.0,27,29,2.7,Cloudy,Moderate,3:52
1478209,63141,Shake Shack,American,29.10,Weekend,0.0,23,28,1.8,Rainy,Light,12:56
1477643,139827,RedFarm Hudson,Chinese,5.77,Weekend,4.0,33,28,4.9,Cloudy,Moderate,17:00
1477809,148499,Posto,Italian,24.25,Weekend,0.0,23,25,2.2,Clear,Moderate,8:43
1478380,110091,The Meatball Shop,Italian,9.41,Weekday,5.0,30,32,4.8,Snowy,Moderate,13:06
1477516,52256,Han Dynasty,Chinese,29.15,Weekend,0.0,31,19,3.4,Cloudy,Light,21:54
1476915,142273,Pepe Rosso To Go,Italian,15.57,Weekend,5.0,29,27,3.9,Clear,Light,23:51
1478109,87006,Nobu Next Door,Japanese,11.59,Weekend,5.0,26,24,5.2,Rainy,Heavy,17:27
1476914,141445,Parm,Italian,16.30,Weekend,3.0,26,23,4.7,Snowy,Moderate,20:27
1477463,66505,Mamoun's Falafel,Mediterranean,12.18,Weekday,5.0,25,30,4.7,Clear,Heavy,5:20
1477521,113972,RedFarm Hudson,Chinese,12.08,Weekday,0.0,21,26,1.6,Cloudy,Moderate,2:49
1477427,291891,The Kati Roll Company,Indian,17.03,Weekend,5.0,24,22,4.6,Snowy,Heavy,23:05
1476944,105614,Terakawa Ramen,Japanese,8.54,Weekday,3.0,27,25,1.1,Cloudy,Light,16:06
1477929,87006,Nobu Next Door,Japanese,6.74,Weekend,0.0,31,29,4.9,Rainy,Moderate,14:28
1477220,41249,Kambi Ramen House,Japanese,32.93,Weekend,5.0,35,19,3.9,Clear,Light,3:47
1476866,42018,Blue Ribbon Sushi,Japanese,12.18,Weekday,0.0,34,32,4.7,Rainy,Heavy,14:08
1477037,79215,Blue Ribbon Sushi,Japanese,12.23,Weekend,3.0,33,21,5.1,Snowy,Heavy,0:18
1477495,92806,Shake Shack,American,14.94,Weekday,0.0,33,31,3.8,Rainy,Light,9:50
1477248,349123,Shake Shack,American,12.95,Weekday,5.0,20,30,3.2,Cloudy,Moderate,17:10
1476740,60873,Jack's Wife Freda,Mediterranean,25.17,Weekday,4.0,31,25,5.4,Rainy,Heavy,20:08
